fpl_id,fpl_position,team,full_team_name,fpl_name,understat_id,understat_name
717,3,Spurs,Tottenham Hotspur,Xavi Simons,8700.0,Xavi Simons
603,2,West Ham,West Ham United,El Hadji Malick Diouf,13723.0,El Hadji Malick Diouf
606,2,West Ham,West Ham United,Konstantinos Mavropanos,6722.0,Konstantinos Mavropanos
607,2,West Ham,West Ham United,Nayef Aguerd,6935.0,Naif Aguerd
609,2,West Ham,West Ham United,Jean-Clair Todibo,6816.0,Jean-Clair Todibo
610,2,West Ham,West Ham United,Aaron Wan-Bissaka,5584.0,Aaron Wan-Bissaka
612,3,West Ham,West Ham United,Lucas Tolentino Coelho de Lima,7365.0,Lucas Paquetá
613,3,West Ham,West Ham United,Tomáš Souček,8288.0,Tomas Soucek
614,3,West Ham,West Ham United,James Ward-Prowse,843.0,James Ward-Prowse
615,3,West Ham,West Ham United,Crysencio Summerville,9492.0,Crysencio Summerville
618,3,West Ham,West Ham United,Guido Rodríguez,8267.0,Guido Rodríguez
619,3,West Ham,West Ham United,Luis Guilherme Lira dos Santos,13026.0,Luis Guilherme
621,3,West Ham,West Ham United,Andy Irving,12774.0,Andy Irving
623,3,West Ham,West Ham United,Freddie Potts,13724.0,Freddie Potts
624,4,West Ham,West Ham United,Jarrod Bowen,1776.0,Jarrod Bowen
625,4,West Ham,West Ham United,Niclas Füllkrug,6098.0,Niclas Füllkrug
659,2,West Ham,West Ham United,Kyle Walker-Peters,885.0,Kyle Walker-Peters
671,4,West Ham,West Ham United,Callum Wilson,468.0,Callum Wilson
679,1,West Ham,West Ham United,Mads Hermansen,12910.0,Mads Hermansen
708,3,West Ham,West Ham United,Mateus Gonçalo Espanha Fernandes,12948.0,Mateus Fernandes
718,3,West Ham,West Ham United,Soungoutou Magassa,10770.0,Soungoutou Magassa
627,1,Wolves,Wolverhampton Wanderers,Sam Johnstone,978.0,Sam Johnstone
628,1,Wolves,Wolverhampton Wanderers,José Malheiro de Sá,9740.0,José Sá
631,2,Wolves,Wolverhampton Wanderers,Emmanuel Agbadou,10856.0,Emmanuel Agbadou
632,2,Wolves,Wolverhampton Wanderers,Matt Doherty,6852.0,Matt Doherty
634,2,Wolves,Wolverhampton Wanderers,Yerson Mosquera Valdelamar,9958.0,Yerson Mosquera
635,2,Wolves,Wolverhampton Wanderers,Rodrigo Martins Gomes,12756.0,Rodrigo Gomes
636,2,Wolves,Wolverhampton Wanderers,Santiago Ignacio Bueno,10945.0,Santiago Bueno
637,2,Wolves,Wolverhampton Wanderers,Toti Gomes,10293.0,Toti
638,2,Wolves,Wolverhampton Wanderers,Ki-Jana Hoever,8351.0,Ki-Jana Hoever
642,3,Wolves,Wolverhampton Wanderers,Hwang Hee-chan,8845.0,Hee-Chan Hwang
643,3,Wolves,Wolverhampton Wanderers,André Trindade da Costa Neto,13022.0,André
644,3,Wolves,Wolverhampton Wanderers,Jean-Ricner Bellegarde,7762.0,Jean-Ricner Bellegarde
645,3,Wolves,Wolverhampton Wanderers,Fer López González,13200.0,Fernando López
646,3,Wolves,Wolverhampton Wanderers,João Victor Gomes da Silva,11384.0,João Gomes
648,3,Wolves,Wolverhampton Wanderers,Marshall Munetsi,7908.0,Marshall Munetsi
654,4,Wolves,Wolverhampton Wanderers,Jørgen Strand Larsen,11070.0,Jørgen Strand Larsen
656,4,Wolves,Wolverhampton Wanderers,Saša Kalajdžić,8812.0,Sasa Kalajdzic
663,3,Wolves,Wolverhampton Wanderers,Jhon Arias,13741.0,Jhon Arias
682,2,Wolves,Wolverhampton Wanderers,David Møller Wolfe,13740.0,David Møller Wolfe
695,2,Wolves,Wolverhampton Wanderers,Jackson Tchatchoua,12113.0,Jackson Tchatchoua
709,2,Wolves,Wolverhampton Wanderers,Ladislav Krejcí,12721.0,Ladislav Krejcí
720,4,Wolves,Wolverhampton Wanderers,Tolu Arokodare,8875.0,Tolu Arokodare
